AUDIO_LOG_IRS_01,0,2.2,^2Irons: ^7没有一个父亲应该失去自己的儿子。
AUDIO_LOG_IRS_01,2.5,4.6,^2Irons: ^7这违背了自然规律。
AUDIO_LOG_IRS_01,4.9,8.1,^2Irons: ^7没有儿子，就没有未来。我一生都在
AUDIO_LOG_IRS_01,8.2,12.3,"^2Irons: ^7fighting stupidity and cowardice for a better world, where good people "
AUDIO_LOG_IRS_01,12.4,16.1,^2Irons: ^7能够无忧无虑地繁荣发展。我知道代价，
AUDIO_LOG_IRS_01,16.2,21,^2Irons: ^7我每天都看到它，我接受它。但我无法接受这个。
AUDIO_LOG_IRS_01,21.1,25.3,^2Irons: ^7威尔的悲剧不能白费。我会确保这一点。
AUDIO_LOG_IRS_01,26.3,28,^2Irons: ^7This is not where it ends. This is where it begins. 
AUDIO_LOG_IRS_02,0,3.2,^2Irons: ^7我今天去看望了米切尔。吉迪恩正在狠揍他，
AUDIO_LOG_IRS_02,3.3,6.5,^2Irons: ^7但他会到位的。他头脑清醒，
AUDIO_LOG_IRS_02,6.6,11.5,^2Irons: ^7有着和威尔一样的决心。我明白他们为什么那么要好了。
AUDIO_LOG_IRS_02,11.6,15.6,"^2Irons: ^7The Marines, in their infinite wisdom, deemed him unfit for duty. "
AUDIO_LOG_IRS_02,15.7,19.2,"^2Irons: ^7\Can't fight with one arm.\"" Never tell a soldier what he can't do."""
AUDIO_LOG_IRS_02,19.3,22.4,^2Irons: ^7如果有人值得第二次机会，那就是像米切尔这样的人。
AUDIO_LOG_IRS_02,22.5,27.2,^2Irons: ^7Give me an army of men like him and there's nothing Atlas can't do. 
AUDIO_LOG_IRS_03,0,4.3,^2Irons: ^7拉各斯——如果有什么政府无能的更好例子，我还没见过。
AUDIO_LOG_IRS_03,4.4,8.1,^2Irons: ^7KVA走进来就像这是他们的地盘一样，就像他们有权
AUDIO_LOG_IRS_03,8.2,12.2,^2Irons: ^7拿走任何他们想要的东西。无可奈何，官员们来找我。
AUDIO_LOG_IRS_03,12.3,17.3,^2Irons: ^7他们震惊了，几个装备精良的人就能让一个如此伟大，
AUDIO_LOG_IRS_03,18.3,22.2,^2Irons: ^7如此强大的国家屈服。他们问，他们是怎样的人？
AUDIO_LOG_IRS_03,22.3,25.9,^2Irons: ^7我告诉他们，他们只是愿意不惜一切代价
AUDIO_LOG_IRS_03,26,30,^2Irons: ^7来实现目标的人。没有感情，没有偏见。
AUDIO_LOG_IRS_03,30.1,35,"^2Irons: ^7Once you understand this most basic of facts, you have everything you need. "
AUDIO_LOG_IRS_04,0,3.8,^2Irons: ^7地面核电站自诞生以来一直是
AUDIO_LOG_IRS_04,3.9,8.1,^2Irons: ^7since their inception. In 2048 Atlas submitted a lengthy report 
AUDIO_LOG_IRS_04,8.2,10.6,^2Irons: ^7to The Defense Department on the security risks. 
AUDIO_LOG_IRS_04,10.7,14,^2Irons: ^7我猜他们不喜欢那些发现，因为他们把报告压了下来。
AUDIO_LOG_IRS_04,14.1,16.9,^2Irons: ^7I think they gave us the security contract just to shut us up. 
AUDIO_LOG_IRS_04,17,20.1,^2Irons: ^7但那不是接受这份工作的原因。
AUDIO_LOG_IRS_04,20.2,24.1,^2Irons: ^7我接这份合同是因为阿特拉斯能给纳税人
AUDIO_LOG_IRS_04,24.2,29.9,"^2Irons: ^7the best return on their buck. We spent millions on concrete reinforcements, "
AUDIO_LOG_IRS_04,30,33.9,^2Irons: ^7我们建造了防空系统，但我们最大的成就是？
AUDIO_LOG_IRS_04,34,38.8,^2Irons: ^7消除人为错误。你可以把你的防御建得
AUDIO_LOG_IRS_04,38.9,43.4,^2Irons: ^7尽可能坚固，但人类始终是任何系统中最薄弱的环节。
AUDIO_LOG_IRS_04,43.5,47.6,^2Irons: ^7当攻击真的来临时——我毫不怀疑它会来——
AUDIO_LOG_IRS_04,47.7,54.2,^2Irons: ^7记住我的话，那一定是因为有人没锁门。
AUDIO_LOG_IRS_04,54.3,57.3,^2Irons: ^7You can't protect what you can't control. 
AUDIO_LOG_IRS_05,0,4.5,^2Irons: ^7领导者领导。成败取决于我们做出的选择。
AUDIO_LOG_IRS_05,4.6,8.8,^2Irons: ^7抓捕达诺瓦博士并将他绳之以法将是在追捕哈迪斯的过程中
AUDIO_LOG_IRS_05,8.9,12.2,^2Irons: ^7迈出的决定性一步。但如果我们可以利用他来防止
AUDIO_LOG_IRS_05,12.3,16.3,^2Irons: ^7未来的反人类罪行，那么起诉这个人的罪行
AUDIO_LOG_IRS_05,16.4,20,"^2Irons: ^7future crimes against humanity? Hundreds, maybe thousands, "
AUDIO_LOG_IRS_05,20.1,24.5,^2Irons: ^7人死在了这个人的实验下，但如果这些成果
AUDIO_LOG_IRS_05,24.6,29,^2Irons: ^7could one day benefit humanity and save lives? Is it wrong 
AUDIO_LOG_IRS_05,29.1,33.1,^2Irons: ^7利用这些知识，不管它是如何获得的，这有错吗？
AUDIO_LOG_IRS_05,33.2,37.4,^2Irons: ^7尊重死者是天经地义的。
AUDIO_LOG_IRS_05,37.5,40.2,^2Irons: ^7honor them than to give the meaning to their demise? 
AUDIO_LOG_IRS_05,40.3,44.3,^2Irons: ^7科学数据存在于任何道德框架之外。
AUDIO_LOG_IRS_05,44.4,49.3,^2Irons: ^7它是一种可以用于好或坏的资源，选择在我们手中。
AUDIO_LOG_IRS_05,49.4,52.9,^2Irons: ^7但如果选择什么都不做，那就根本不是选择。
AUDIO_LOG_IRS_05,53,57.1,^2Irons: ^7It is to accept that innocent people died for nothing. 
AUDIO_LOG_IRS_06,0,5,^2Irons: ^7A mission of this scale is a serious endeavor in the best of circumstances. 
AUDIO_LOG_IRS_06,5.1,8.3,"^2Irons: ^7Operating in the middle of a busy tourist destination is, "
AUDIO_LOG_IRS_06,8.4,15.2,^2Irons: ^7毫无疑问是极端冒险的。但风险正是我们成功的关键。
AUDIO_LOG_IRS_06,15.3,20.2,^2Irons: ^7哈迪斯赌的是我们的人性。没有任何政府能承受
AUDIO_LOG_IRS_06,20.3,24.2,^2Irons: ^7数百名无辜游客在一次失败任务中被杀的公众抗议。
AUDIO_LOG_IRS_06,24.3,29.9,^2Irons: ^7哈迪斯知道这一点。但我们不是政府，我们的权力并非来自
AUDIO_LOG_IRS_06,30,33.7,^2Irons: ^7民众授权。政府本可以阻止我们，
AUDIO_LOG_IRS_06,33.8,38.5,"^2Irons: ^7the United Nations could've stopped us, but they didn't. Why? "
AUDIO_LOG_IRS_06,38.6,44,^2Irons: ^7Because they think I've stepped into my own trap. They've seen what Atlas can do 
AUDIO_LOG_IRS_06,44.1,48,^2Irons: ^7他们知道阿特拉斯已经变得多么强大。他们害怕了，
AUDIO_LOG_IRS_06,48.1,52.8,^2Irons: ^7他们更怕我而不是怕哈迪斯。KVA在逃，
AUDIO_LOG_IRS_06,52.9,57.5,^2Irons: ^7还有谁留下来打乱他们的现状？他们看着我们，而不是
AUDIO_LOG_IRS_06,57.6,62.2,^2Irons: ^7看到我们的成功，他们看到的是一个威胁。一个太强大而无法控制，
AUDIO_LOG_IRS_06,62.3,65.9,^2Irons: ^7太强大而无法阻止的人，所以他们赌我们会失败。
AUDIO_LOG_IRS_06,66,71.4,^2Irons: ^7他们害怕是对的。对我们来说，失败不是选项。
AUDIO_LOG_IRS_06,71.5,76.7,^2Irons: ^7只要我们提着哈迪斯的头回来，就没人想阻止我们。
AUDIO_LOG_IRS_06,76.8,78.4,^2Irons: ^7They'll want to follow us. 
AUDIO_LOG_IRS_07,0,4.3,^2Irons: ^7If you want to sell people on your vision - show them. 
AUDIO_LOG_IRS_07,4.4,8.3,^2Irons: ^7他们把世界的这一部分称为文明的摇篮。
AUDIO_LOG_IRS_07,8.4,12.6,^2Irons: ^7一万年来，它一直是贸易和文化的中心。
AUDIO_LOG_IRS_07,12.7,19,^2Irons: ^7国王、哈里发、独裁者和暴君的家园。我看到的关于战争的
AUDIO_LOG_IRS_07,19.1,23.7,^2Irons: ^7第一张画面就来自这个地方。二十年内两场战争，
AUDIO_LOG_IRS_07,23.8,28.7,^2Irons: ^7却没什么可展示的。我看到了如果不有效进行，
AUDIO_LOG_IRS_07,28.8,33.8,^2Irons: ^7战争会如何迅速变成泥潭。如果有哪个地方代表了
AUDIO_LOG_IRS_07,33.9,38.1,^2Irons: ^7治理的彻底失败，那就是巴格达。当我们的领导者
AUDIO_LOG_IRS_07,38.2,44.8,^2Irons: ^7把这个地方留给它的命运时，我抓住这个机会来掌握我们的命运。
AUDIO_LOG_IRS_07,44.9,49.9,"^2Irons: ^7Fifty years of rot, and we rebuilt it in five. "
AUDIO_LOG_IRS_07,50,54.2,^2Irons: ^7如今新巴格达不仅仅是一座繁荣的城市，
AUDIO_LOG_IRS_07,54.3,57.8,^2Irons: ^7it's a symbol of what's to come. 
AUDIO_LOG_IRS_08,0,5,^2Irons: ^7在这样的日子里，很难记得进步是什么样子的。
AUDIO_LOG_IRS_08,5.1,11.1,^2Irons: ^7数十亿美元，多年的研究。人体不是一台
AUDIO_LOG_IRS_08,11.2,16.7,^2Irons: ^7我们可以随便重组的机器。组织损伤需要时间愈合，
AUDIO_LOG_IRS_08,16.8,24.6,^2Irons: ^7细胞需要时间生长。我们是凡人，时间从来不是我们的朋友。
AUDIO_LOG_IRS_08,24.7,28.2,^2Irons: ^7我们已经成功加速了生长过程，但细胞在
AUDIO_LOG_IRS_08,28.3,31.9,^2Irons: ^7一段时间后无法自我维持。
AUDIO_LOG_IRS_08,32,37,^2Irons: ^7尽管如此，达诺瓦仍然是一个有价值的资产。
AUDIO_LOG_IRS_08,37.1,40.6,"^2Irons: ^7Without Danois, Manticore would have died at the developmental stage. "
AUDIO_LOG_IRS_09,0,5.4,^2Irons: ^7不忠。没有比这更大的罪行了，没有足够严厉的惩罚。
AUDIO_LOG_IRS_09,5.5,9.2,"^2Irons: ^7They must have recruited Mitchell. I saw something in him, "
AUDIO_LOG_IRS_09,9.3,15,^2Irons: ^7一些在一个人身上罕见的东西。一个领导者，或许有点像我。
AUDIO_LOG_IRS_09,15.1,18.7,^2Irons: ^7一个能盲目追随却又能独立思考的人。
AUDIO_LOG_IRS_09,18.8,23.6,^2Irons: ^7威尔不得不独自闯荡。不忠？我曾这么认为，
AUDIO_LOG_IRS_09,23.7,27.4,^2Irons: ^7但也许我错了。我愿意相信威尔
AUDIO_LOG_IRS_09,27.5,29.9,"^2Irons: ^7back into the fold, given time. "
AUDIO_LOG_IRS_10,0,4.3,^2Irons: ^7蝴蝶若要诞生，毛毛虫必须死去。
AUDIO_LOG_IRS_10,4.4,8.9,^2Irons: ^7在某个时刻，毛毛虫的DNA中被触发了'意象细胞'。
AUDIO_LOG_IRS_10,9,15.7,^2Irons: ^7这些细胞保持休眠，但一旦被激活，它们就像癌症一样，
AUDIO_LOG_IRS_10,15.8,19.8,^2Irons: ^7猛烈攻击健康细胞。癌变细胞生长，
AUDIO_LOG_IRS_10,19.9,22.7,^2Irons: ^7毛毛虫最终被摧毁，
AUDIO_LOG_IRS_10,22.8,27.7,^2Irons: ^7但癌变细胞成为新生命形式的基础，
AUDIO_LOG_IRS_10,27.8,35.5,^2Irons: ^7一只蝴蝶；于是循环继续。如此残酷而又如此美丽。
AUDIO_LOG_IRS_10,35.6,40.2,^2Irons: ^7我们最大的进步同样可能导致我们的毁灭。
AUDIO_LOG_IRS_10,40.3,45.5,^2Irons: ^7曼提柯尔是岔路口。一条路通向死亡，
AUDIO_LOG_IRS_10,45.6,50.5,^2Irons: ^7一种前所未有的更强大的武器。另一条，通向生命，
AUDIO_LOG_IRS_10,50.6,58.5,^2Irons: ^7the regeneration of human cells. The conquest of death itself. Immortality. 
AUDIO_LOG_IRS_11,0,4.6,^2Irons: ^7你可以把任何东西变成武器，只需要想象力。
AUDIO_LOG_IRS_11,4.7,9.6,^2Irons: ^7一些最成功的军事行动之所以成功，仅仅是因为
AUDIO_LOG_IRS_11,9.7,15.1,^2Irons: ^7没有人想过那是可能的。如果你计划消灭
AUDIO_LOG_IRS_11,15.2,19.3,^2Irons: ^7这个星球上最强大的海军力量，就别想在开阔水域上做。
AUDIO_LOG_IRS_11,19.4,24.8,^2Irons: ^7从海洋深处发动攻击，或者在它有机会
AUDIO_LOG_IRS_11,24.9,30.3,^2Irons: ^7离港之前攻击。通过把桥塌在舰队上，我将实现两个目标。
AUDIO_LOG_IRS_11,30.4,35.6,^2Irons: ^7第一个是战略性的：瘫痪美国第三舰队。第二个：象征性的。
AUDIO_LOG_IRS_11,35.7,41.3,^2Irons: ^7一个多世纪以来，金门大桥一直是美国技术
AUDIO_LOG_IRS_11,41.4,45.9,^2Irons: ^7创新和力量的象征。摧毁一个强大的力量象征，
AUDIO_LOG_IRS_11,46,50.4,^2Irons: ^7and you turn it into an even more powerful symbol of weakness. 
AUDIO_LOG_IRS_11,50.5,56.8,"^2Irons: ^7Make an adversary feel weak, and they will become weak. "
AUDIO_LOG_IRS_12,0,4.5,^2Irons: ^7A cowardly act of terrorism? Who the hell are they kidding? 
AUDIO_LOG_IRS_12,4.6,9,^2Irons: ^7我以一支小型公司的高度熟练和高积极性特种部队，
AUDIO_LOG_IRS_12,9.1,14.6,^2Irons: ^7对抗了有史以来航行海洋的最大海军舰队，
AUDIO_LOG_IRS_12,14.7,20.7,^2Irons: ^7而且赢了！他们可以用一千种不同的方式来歪曲，但画面
AUDIO_LOG_IRS_12,20.8,26.2,^2Irons: ^7不言自明。懦弱？不，我坚持我的行动。
AUDIO_LOG_IRS_12,26.3,32.3,^2Irons: ^7恐怖主义？毫无疑问。如果你的行为没有在你敌人的心中
AUDIO_LOG_IRS_12,32.4,37.4,^2Irons: ^7激起恐惧和恐怖，那你就没有资格发动战争。
AUDIO_LOG_IRS_13,0,4.5,^2Irons: ^7袭击如我预测的那样发生了。迫使他们做出反应，
AUDIO_LOG_IRS_13,4.6,9.3,^2Irons: ^7他们反应愚蠢，因为他们别无他法。
AUDIO_LOG_IRS_13,9.4,13.1,"^2Irons: ^7An affront to their power is an affront to their very existence, "
AUDIO_LOG_IRS_13,13.2,17,^2Irons: ^7但他们的力量、威力和决心的展示只会暴露
AUDIO_LOG_IRS_13,17.1,22.3,^2Irons: ^7their complete impotence. Power? They have no real power! 
AUDIO_LOG_IRS_13,22.4,28.4,^2Irons: ^7他们有宣传，他们有资源。他们有委员会和预算，
AUDIO_LOG_IRS_13,28.5,35.4,^2Irons: ^7投票和否决权，提案和暂缓修正案。全是废物。
AUDIO_LOG_IRS_13,35.5,41.7,^2Irons: ^7明天，如果我们还能醒来，我们将迎来新的黎明。
AUDIO_LOG_IRS_13,41.8,44.7,^2Irons: ^7And that's when the real work will begin. 
AUDIO_LOG_IRS_14,0,6.4,^2Irons: ^7这一刻已经酝酿了多年。数十亿美元，
AUDIO_LOG_IRS_14,6.5,11.3,"^2Irons: ^7the years of research, the setbacks and scientific breakthroughs. "
AUDIO_LOG_IRS_14,11.4,16.8,"^2Irons: ^7Many doubted that this day would come, but it has arrived. "
AUDIO_LOG_IRS_14,16.9,22.7,^2Irons: ^7精灵已经出瓶，曼提柯尔超出了所有预期，
AUDIO_LOG_IRS_14,22.8,28.5,^2Irons: ^7表现完美。即使现在，亲眼所见，
AUDIO_LOG_IRS_14,28.6,33.9,^2Irons: ^7仍感觉像一个奇迹。我走着，毫发无伤，
AUDIO_LOG_IRS_14,34,39.2,^2Irons: ^7而数百名敌军倒在我周围，
AUDIO_LOG_IRS_14,39.3,44.9,^2Irons: ^7在他们战斗的战场上阵亡。每个人都有独特的DNA，
AUDIO_LOG_IRS_14,45,53.8,^2Irons: ^7一个只有他独有的密码，正如每个人的命运都是他独有的一样。
AUDIO_LOG_IRS_14,53.9,59.9,^2Irons: ^7谁控制了曼提柯尔，谁就控制了人类的命运。
AUDIO_LOG_IRS_14,60,65.2,^2Irons: ^7Nothing and nobody can stand in our way. 
AUDIO_LOG_IRS_15,0,4,^2Irons: ^7敌人就在我们门口，但我们永远不会让他们获胜。
AUDIO_LOG_IRS_15,4.1,8.7,^2Irons: ^7我所开创的事业将继续下去，无论我是否在世。
AUDIO_LOG_IRS_15,8.8,16.1,^2Irons: ^7我只是一个变革的推动者，引导我们走向共同的命运。
AUDIO_LOG_IRS_15,16.2,20.4,^2Irons: ^7我们的子孙将活着看到恐怖、饥荒、
AUDIO_LOG_IRS_15,20.5,27.9,^2Irons: ^7压迫和暴力的终结。一个所有必需品都会得到供应的世界，
AUDIO_LOG_IRS_15,28,33.6,^2Irons: ^7一个摆脱了政府暴政、人为差异
AUDIO_LOG_IRS_15,33.7,40.2,^2Irons: ^7and false beliefs. A world united under one flag. 
betrayal_load,6.5,9.9,^2Mitchell: ^7哈迪斯的死给我们带来的问题多于答案。
betrayal_load,10,12.3,^2Mitchell: ^7但重要的是他走了。
betrayal_load,12.4,14.6,^2Mitchell: ^7这是我们所有人的
betrayal_load,14.7,16.5,^2Mitchell: ^7新篇章的开始。
betrayal_load,17.1,20.5,^2Reporter: ^7终于，约瑟夫·奇赫伊泽的期限到了——
betrayal_load,20.6,24.5,"^2Reporter: ^7better known as \Hades\"" - leader of the KVA and mastermind"""
betrayal_load,24.6,27.6,^2Reporter: ^7四年前毁灭性袭击的幕后策划者。
betrayal_load,28.3,33.7,^2Reporter: ^7我们最近采访了乔纳森·艾恩斯，阿特拉斯国际的创始人兼首席执行官，
betrayal_load,33.8,39,"^2Reporter: ^7the private military corporation responsible for hunting down and killing \Hades\""."""
betrayal_load,39.4,43.3,^2Reporter: ^7恭喜您，您实现了没有哪个政府能够做到的事。
betrayal_load,43.6,46.4,^2Irons: ^7谢谢你，温迪，但今天真正的英雄是阿特拉斯的男女员工们。
betrayal_load,46.5,49,^2Irons: ^7我为他们在本周取得的成就感到无比自豪。
betrayal_load,49.3,52.9,^2Reporter: ^7有传言说联合国将提供给安理会一个席位。
betrayal_load,53.2,56.1,^2Reporter: ^7政治生涯还会远吗？
betrayal_load,57.2,61.4,^2Irons: ^7嗯，我喜欢把事情做成，所以，不远。
betrayal_load,61.5,63.3,^2Irons: ^7但看看我们在新巴格达所做的事。
betrayal_load,63.4,66.1,^2Irons: ^7四十年前我们撤离伊拉克时那个地方一片废墟，
betrayal_load,66.2,67.7,^2Irons: ^7我们灰溜溜地夹着尾巴。
betrayal_load,67.8,70.3,^2Irons: ^7而现在它证明了
betrayal_load,70.4,73.1,^2Irons: ^7when you put efficiency before bureaucracy. 
betrayal_load,73.2,75.7,^2Reporter: ^7过去四年对您来说是巨大的。
betrayal_load,75.8,77.6,^2Reporter: ^7在KVA袭击之后，
betrayal_load,77.7,80.6,^2Reporter: ^7阿特拉斯已经成为世界上最大的企业。
betrayal_load,80.7,86,^2Reporter: ^7And you now preside over the world's largest standing military. 
betrayal_load,86.2,89.5,^2Reporter: ^7那么乔纳森·艾恩斯的下一步是什么？
captured_load,1.5,6.4,^2Mitchell: ^7我多次欺骗了死神——和它近距离接触过。
captured_load,6.5,7.9,"^2Mitchell: ^7It was never something I welcomed, "
captured_load,8,13.1,"^2Mitchell: ^7but with it comes serenity, a clarity that you'd never expect. "
captured_load,13.6,16.7,^2Mitchell: ^7你将当下体验为你走向它的
captured_load,16.8,19.6,^2Mitchell: ^7每一步的必然终点……
captured_load,19.7,24.4,^2Mitchell: ^7而在同一时刻，你看到一条不同的道路在你面前延伸。
captured_load,24.6,28.5,^2Mitchell: ^7那条你在第一步时本可以走的路。
captured_load,29.9,32,^2Mitchell: ^7We are all on this road together. 
captured_load,32.1,36,^2Mitchell: ^7那些为错误事业而战的好人……
captured_load,36.1,39.9,^2Mitchell: ^7以及那些以正义自居的腐败者。
captured_load,40.5,45.9,^2Mitchell: ^7他们每个人都相信自己站在天使一边。
captured_load,46.6,48.7,^2Mitchell: ^7但每段旅程都有终点……
captured_load,48.8,52.2,^2Mitchell: ^7而死亡只能被欺骗那么久……
captured_load,52.4,57,^2Mitchell: ^7我们用尽了一切办法对付阿特拉斯，但都失败了。
captured_load,57.5,60.5,^2Mitchell: ^7Now it was time to pay the price. 
coop_outro,3.8,7,^2Gideon: ^7降落点就在前面！准备跳伞！
coop_outro,11.5,12.8,^2Gideon: ^7继续移动！
coop_outro,15.7,16.7,^2Gideon: ^7这边！
coop_outro,20.2,22.1,^2Gideon: ^7快！快走！
coop_outro,28.5,29.8,^2Gideon: ^7走！走！
coop_outro,30,32.7,^2Gideon: ^7你被咬了吗？士兵看着我，你被咬了吗？
coop_outro,33,34.6,^2Gideon: ^7下面发生了什么？
coop_outro,35.2,37.6,^2Gideon: ^7你没事了。你现在安全了小子。
coop_outro,37.9,39.9,^2Gideon: ^7我们没剩多少人了。
coop_outro,43.2,47.1,^2Gideon: ^7老天。你看到了吗？
crash_load,1.3,3.6,^2Cormack: ^7金平，这里是哨兵二三。
crash_load,3.7,6,^2Cormack: ^7追踪器已成功与目标对接。
crash_load,6.1,10.4,^2Kingpin: ^7收到二三，我们现在已经锁定了潘多拉。
crash_load,10.5,13.5,^2Kingpin: ^7Projected destination is Rio Gallegos Air base. 
crash_load,13.6,16.4,^2Kingpin: ^7如果艾恩斯计划在本半球任何地方发动袭击，
crash_load,16.5,19.1,^2Kingpin: ^7this would represent an ideal staging point. 
crash_load,19.3,22.6,^2Kingpin: ^7Our only option is to intercept Pandora in international airspace 
crash_load,22.7,24.5,^2Kingpin: ^7and force a controlled landing. 
crash_load,24.6,26.9,^2Kingpin: ^7Coordinates for mid-air rendezvous to follow. 
crash_load,27,29.6,"^2Cormack: ^7Roger that, I've got a team suiting up now. "
crash_load,29.7,33.1,^2Kingpin: ^7这是个大动作科马克。你们将直接打击阿特拉斯。
crash_load,33.2,36.4,^2Kingpin: ^7No more working from the shadows. 
democracy,4.3,9.3,^2Irons: ^7民主？民主。民主不是这些人需要的，
democracy,9.4,11.2,^2Irons: ^7靠，甚至不是他们想要的。
democracy,11.6,14.4,^2Irons: ^7美国满世界跑来跑去，一个世纪以来
democracy,14.5,17.9,^2Irons: ^7在一个又一个国家试图建立民主，
democracy,18,22.6,^2Irons: ^7一次都没有成功过。你觉得是为什么？
democracy,23.9,27.1,^2Irons: ^7因为这些国家没有最基本的
democracy,27.2,30.7,^2Irons: ^7支撑民主的必要基石。
democracy,30.9,34.6,^2Irons: ^7像我们应当容忍那些不同意我们的人，
democracy,34.7,38.4,^2Irons: ^7或者我们应当容忍那些信仰不同神明的人，
democracy,38.5,42.4,^2Irons: ^7or that a journalist ought to be able to disagree with the fucking president. 
democracy,42.8,46.6,^2Irons: ^7而你以为你可以走进一个基于原教旨主义
democracy,46.7,50.1,^2Irons: ^7宗教原则的国家，扔几颗炸弹，推翻一个独裁者，
democracy,50.2,52.6,^2Irons: ^7然后建立一个民主国家？
democracy,52.9,56.9,"^2Irons: ^7Heh, give me a break. "
democracy,57.5,61,^2Irons: ^7人们不想要自由。他们想要规则、界限、
democracy,61.1,65,^2Irons: ^7保护。抵御侵略者和他们自己。
democracy,65.5,70.6,^2Irons: ^7人们需要一个既能提供约束又能提供支持的领导者，
democracy,70.7,77.8,^2Irons: ^7来遏制混乱。你给了他们这些，他们就会跟随。
democracy,80.9,83.7,^2Irons: ^7And that's where I come in. 
detroit_load,1,2.8,^2News Anchor: ^7最新消息——你现在看到的是……
detroit_load,2.9,5.9,^2News Anchor: ^7显然是一个非常令人不安的直播画面。
detroit_load,6,8.1,^2News Anchor: ^7那是西雅图附近的韦克龙太平洋反应堆，
detroit_load,8.2,10.2,^2News Anchor: ^7我们有未经证实的报道……
detroit_load,10.5,14.2,^2News Anchor: ^7疾控中心已下令疏散底特律市中心
detroit_load,14.3,17.1,^2News Anchor: ^7五英里半径范围内的所有非必要人员。
detroit_load,17.2,18.7,^2News Anchor: ^7……分发碘化钾片剂……
detroit_load,18.8,21.9,^2News Anchor: ^7……整个西部的大规模协调攻击。
detroit_load,22.2,24.2,^2News Anchor: ^7这是直播画面——是
detroit_load,24.3,27.8,"^2News Anchor: ^7appears to be some kind of statement from the KVA leader \Hades\""."""
detroit_load,28.3,31.3,^2Hades: ^7我的世界同胞们……
detroit_load,31.4,34.9,^2Hades: ^7今天你们感到害怕。
detroit_load,35.5,41.1,^2Hades: ^7你们害怕是因为你们从沉睡中被唤醒了。
detroit_load,44.2,47.5,^2Irons: ^7有些日子我们永远不会忘记……
detroit_load,47.6,51.6,^2Irons: ^7那些烙印在我们记忆中直到死亡的时刻……
detroit_load,51.7,55.9,^2Irons: ^7那天你在哪里？当一切改变的那一天？
